Date,High,Low,Open,Close,Volume,Adj Close,Return
2018-12-31,42.119998931884766,41.33000183105469,41.9900016784668,41.88999938964844,926200.0,32.190147399902344,
2019-01-02,41.45000076293945,40.16999816894531,40.16999816894531,41.41999816894531,1627900.0,31.8289794921875,-0.011219890846292713
2019-01-03,40.9900016784668,40.130001068115234,40.93000030517578,40.22999954223633,1787300.0,30.91452980041504,-0.02873005020075514
2019-01-04,42.959999084472656,41.459999084472656,41.68000030517578,42.77000045776367,1433500.0,32.86637878417969,0.06313698594156514
2019-01-07,43.41999816894531,42.650001525878906,42.959999084472656,42.939998626708984,1163400.0,32.997013092041016,0.0039747058013990255
2019-01-08,43.310001373291016,42.790000915527344,43.0099983215332,43.0099983215332,1518100.0,33.05080795288086,0.0016301745939200085
2019-01-09,43.81999969482422,43.22999954223633,43.380001068115234,43.41999816894531,2093600.0,33.365867614746094,0.0095326636459514
2019-01-10,41.5099983215332,40.869998931884766,40.880001068115234,41.5099983215332,1162500.0,33.4706916809082,-0.04398894352736693
2019-01-11,41.54999923706055,41.06999969482422,41.380001068115234,41.25,1311300.0,33.26104736328125,-0.006263510769604852
2019-01-14,41.43000030517578,40.9900016784668,40.9900016784668,41.08000183105469,1056000.0,33.12397003173828,-0.004121167732007547
2019-01-15,41.56999969482422,40.93000030517578,41.22999954223633,41.310001373291016,1247300.0,33.309425354003906,0.005598820155418238
2019-01-16,41.43000030517578,41.029998779296875,41.15999984741211,41.16999816894531,845000.0,33.196537017822266,-0.003389087380573752
2019-01-17,41.90999984741211,41.0099983215332,41.04999923706055,41.66999816894531,735900.0,33.599700927734375,0.012144766146167774
2019-01-18,42.310001373291016,41.86000061035156,42.279998779296875,41.93000030517578,862300.0,33.809349060058594,0.006239552379539992
2019-01-22,40.959999084472656,40.4900016784668,40.77000045776367,40.599998474121094,1505900.0,32.73693084716797,-0.031719575992717464
2019-01-23,41.0099983215332,40.61000061035156,40.959999084472656,40.83000183105469,1295700.0,32.922393798828125,0.005665107526548363
2019-01-24,41.099998474121094,40.75,40.79999923706055,40.849998474121094,1049800.0,32.93851089477539,0.0004897536656782719
2019-01-25,42.91999816894531,41.90999984741211,42.04999923706055,42.59000015258789,1838100.0,34.341522216796875,0.04259490192072124
2019-01-28,42.77000045776367,42.31999969482422,42.619998931884766,42.689998626708984,1176700.0,34.422157287597656,0.002347933171233274
2019-01-29,43.439998626708984,42.900001525878906,43.400001525878906,43.11000061035156,1991200.0,34.76081848144531,0.009838416424305052
2019-01-30,44.790000915527344,43.709999084472656,43.720001220703125,44.439998626708984,2294500.0,35.833229064941406,0.03085126415048256
2019-01-31,45.0099983215332,44.349998474121094,44.470001220703125,44.97999954223633,2011600.0,36.268646240234375,0.012151236098436602
2019-02-01,45.20000076293945,44.599998474121094,44.720001220703125,45.06999969482422,1357300.0,36.34122085571289,0.0020008926968391183
2019-02-04,45.18000030517578,44.59000015258789,44.720001220703125,45.08000183105469,1656200.0,36.34928512573242,0.0002219244796581865
2019-02-05,45.150001525878906,44.810001373291016,44.93000030517578,45.06999969482422,1339600.0,36.34122085571289,-0.00022187524011096915
2019-02-06,45.0,44.529998779296875,44.529998779296875,44.790000915527344,2030200.0,36.11545181274414,-0.006212531200195048
2019-02-07,44.810001373291016,44.11000061035156,44.79999923706055,44.470001220703125,1653000.0,35.857425689697266,-0.007144444927066007
2019-02-08,44.61000061035156,44.16999816894531,44.310001373291016,44.560001373291016,1142500.0,35.92999267578125,0.0020238396698308847
2019-02-11,44.630001068115234,44.2599983215332,44.279998779296875,44.599998474121094,1877000.0,35.962242126464844,0.0008976009783978611
2019-02-12,45.029998779296875,44.630001068115234,44.77000045776367,44.939998626708984,1674700.0,36.23639678955078,0.0076233220677164315
2019-02-13,45.88999938964844,45.470001220703125,45.619998931884766,45.47999954223633,1515900.0,36.67181396484375,0.01201604210122098
2019-02-14,45.83000183105469,45.2599983215332,45.2599983215332,45.63999938964844,1199000.0,36.80082321166992,0.003518026583609002
2019-02-15,46.52000045776367,45.970001220703125,46.20000076293945,46.459999084472656,1389600.0,37.462013244628906,0.01796668943449209
2019-02-19,47.349998474121094,46.310001373291016,46.439998626708984,46.88999938964844,1374100.0,37.80873489379883,0.009255280104374597
2019-02-20,47.849998474121094,47.029998779296875,47.04999923706055,47.61000061035156,1569000.0,38.38929748535156,0.015355112605569321
2019-02-21,46.900001525878906,46.400001525878906,46.66999816894531,46.790000915527344,1219100.0,37.72810363769531,-0.017223265791051712
